holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,time_diff,cluster_id
,282.03,0.0,0.0,1,Clear,sky is clear,2017-04-16 05:00:00,459,0 days 01:00:00,2564
,281.29,0.0,0.0,1,Clear,sky is clear,2017-04-16 06:00:00,809,0 days 01:00:00,2564
,280.72,0.0,0.0,5,Clear,sky is clear,2017-04-16 07:00:00,1166,0 days 01:00:00,2564
,281.42,0.0,0.0,5,Clear,sky is clear,2017-04-16 08:00:00,1836,0 days 01:00:00,2564
,283.15,0.0,0.0,1,Clear,sky is clear,2017-04-16 09:00:00,3008,0 days 01:00:00,2564
,285.02,0.0,0.0,5,Clear,sky is clear,2017-04-16 10:00:00,3613,0 days 01:00:00,2564
,286.28,0.0,0.0,5,Clear,sky is clear,2017-04-16 11:00:00,3899,0 days 01:00:00,2564
,287.48,0.0,0.0,20,Clouds,few clouds,2017-04-16 12:00:00,4061,0 days 01:00:00,2564
,288.88,0.0,0.0,40,Clouds,scattered clouds,2017-04-16 13:00:00,4152,0 days 01:00:00,2564
,289.82,0.0,0.0,40,Clouds,scattered clouds,2017-04-16 14:00:00,4146,0 days 01:00:00,2564
,290.55,0.0,0.0,75,Clouds,broken clouds,2017-04-16 15:00:00,3998,0 days 01:00:00,2564
,291.02,0.0,0.0,40,Clouds,scattered clouds,2017-04-16 16:00:00,4470,0 days 01:00:00,2564
,291.09,0.0,0.0,1,Clear,sky is clear,2017-04-16 17:00:00,4697,0 days 01:00:00,2564
,290.95,0.0,0.0,1,Clear,sky is clear,2017-04-16 18:00:00,4654,0 days 01:00:00,2564
,290.69,0.0,0.0,40,Clouds,scattered clouds,2017-04-16 19:00:00,4117,0 days 01:00:00,2564
,289.55,0.0,0.0,1,Clear,sky is clear,2017-04-16 20:00:00,3696,0 days 01:00:00,2564
,285.68,0.0,0.0,1,Clear,sky is clear,2017-04-16 21:00:00,2816,0 days 01:00:00,2564
,285.69,0.0,0.0,1,Clear,sky is clear,2017-04-16 22:00:00,1840,0 days 01:00:00,2564
,283.78,0.0,0.0,1,Clear,sky is clear,2017-04-16 23:00:00,1120,0 days 01:00:00,2564
,283.9,0.0,0.0,90,Clouds,overcast clouds,2017-04-17 00:00:00,604,0 days 01:00:00,2564
,284.29,0.0,0.0,90,Rain,light rain,2017-04-17 01:00:00,327,0 days 01:00:00,2564
,283.82,0.0,0.0,90,Rain,light rain,2017-04-17 02:00:00,280,0 days 01:00:00,2564
,283.09,0.0,0.0,90,Clouds,overcast clouds,2017-04-17 03:00:00,333,0 days 01:00:00,2564
,282.29,0.0,0.0,90,Clouds,overcast clouds,2017-04-17 04:00:00,779,0 days 01:00:00,2564
,280.76,0.0,0.0,75,Clouds,broken clouds,2017-04-17 05:00:00,2625,0 days 01:00:00,2564
,280.1,0.0,0.0,1,Clear,sky is clear,2017-04-17 06:00:00,5558,0 days 01:00:00,2564
,278.84,0.0,0.0,40,Clouds,scattered clouds,2017-04-17 07:00:00,6557,0 days 01:00:00,2564
,279.69,0.0,0.0,40,Clouds,scattered clouds,2017-04-17 08:00:00,6166,0 days 01:00:00,2564
,280.75,0.0,0.0,20,Clouds,few clouds,2017-04-17 09:00:00,5262,0 days 01:00:00,2564
,281.65,0.0,0.0,1,Clear,sky is clear,2017-04-17 10:00:00,4529,0 days 01:00:00,2564
,282.08,0.0,0.0,5,Clear,sky is clear,2017-04-17 11:00:00,4709,0 days 01:00:00,2564
,283.62,0.0,0.0,1,Clear,sky is clear,2017-04-17 12:00:00,5017,0 days 01:00:00,2564
,284.29,0.0,0.0,1,Clear,sky is clear,2017-04-17 13:00:00,4804,0 days 01:00:00,2564
,285.28,0.0,0.0,1,Clear,sky is clear,2017-04-17 14:00:00,5314,0 days 01:00:00,2564
,285.49,0.0,0.0,1,Clear,sky is clear,2017-04-17 15:00:00,5934,0 days 01:00:00,2564
,286.55,0.0,0.0,1,Clear,sky is clear,2017-04-17 16:00:00,6733,0 days 01:00:00,2564
,286.55,0.0,0.0,5,Clear,sky is clear,2017-04-17 17:00:00,6280,0 days 01:00:00,2564
,286.49,0.0,0.0,1,Clear,sky is clear,2017-04-17 18:00:00,4899,0 days 01:00:00,2564
,285.95,0.0,0.0,1,Clear,sky is clear,2017-04-17 19:00:00,3360,0 days 01:00:00,2564
,285.49,0.0,0.0,75,Clouds,broken clouds,2017-04-17 20:00:00,2951,0 days 01:00:00,2564
,283.15,0.0,0.0,1,Clear,sky is clear,2017-04-17 21:00:00,2399,0 days 01:00:00,2564
,282.01,0.0,0.0,1,Clear,sky is clear,2017-04-17 22:00:00,1530,0 days 01:00:00,2564
,281.87,0.0,0.0,1,Clear,sky is clear,2017-04-17 23:00:00,1072,0 days 01:00:00,2564
,281.89,0.0,0.0,1,Clear,sky is clear,2017-04-18 00:00:00,596,0 days 01:00:00,2564
,281.69,0.0,0.0,1,Clear,sky is clear,2017-04-18 01:00:00,362,0 days 01:00:00,2564
,281.43,0.0,0.0,1,Clear,sky is clear,2017-04-18 02:00:00,263,0 days 01:00:00,2564
,282.09,0.0,0.0,75,Clouds,broken clouds,2017-04-18 03:00:00,315,0 days 01:00:00,2564
,282.69,0.0,0.0,90,Rain,light rain,2017-04-18 04:00:00,814,0 days 01:00:00,2564
,282.56,0.0,0.0,90,Rain,moderate rain,2017-04-18 05:00:00,2763,0 days 01:00:00,2564
,282.9,0.0,0.0,90,Rain,light rain,2017-04-18 06:00:00,5831,0 days 01:00:00,2564
,283.48,0.0,0.0,90,Rain,proximity shower rain,2017-04-18 07:00:00,6571,0 days 01:00:00,2564
,283.55,0.0,0.0,90,Rain,moderate rain,2017-04-18 08:00:00,5330,0 days 01:00:00,2564
,283.95,0.0,0.0,90,Rain,heavy intensity rain,2017-04-18 09:00:00,5228,0 days 01:00:00,2564
,283.95,0.0,0.0,90,Mist,mist,2017-04-18 09:00:00,5228,0 days 00:00:00,2564
,284.22,0.0,0.0,90,Drizzle,light intensity drizzle,2017-04-18 10:00:00,4352,0 days 01:00:00,2564
,284.22,0.0,0.0,90,Mist,mist,2017-04-18 10:00:00,4352,0 days 00:00:00,2564
,284.22,0.0,0.0,90,Rain,moderate rain,2017-04-18 10:00:00,4352,0 days 00:00:00,2564
,285.58,0.0,0.0,90,Rain,heavy intensity rain,2017-04-18 11:00:00,4634,0 days 01:00:00,2564
,285.58,0.0,0.0,90,Mist,mist,2017-04-18 11:00:00,4634,0 days 00:00:00,2564
,286.74,0.0,0.0,75,Rain,light rain,2017-04-18 12:00:00,5009,0 days 01:00:00,2564
,286.74,0.0,0.0,75,Mist,mist,2017-04-18 12:00:00,5009,0 days 00:00:00,2564
,286.74,0.0,0.0,75,Drizzle,light intensity drizzle,2017-04-18 12:00:00,5009,0 days 00:00:00,2564
,288.22,0.0,0.0,90,Clouds,overcast clouds,2017-04-18 13:00:00,4886,0 days 01:00:00,2564
,288.95,0.0,0.0,75,Clouds,broken clouds,2017-04-18 14:00:00,5182,0 days 01:00:00,2564
,288.9,0.0,0.0,90,Clouds,overcast clouds,2017-04-18 15:00:00,5855,0 days 01:00:00,2564
,286.02,0.0,0.0,90,Clouds,overcast clouds,2017-04-18 16:00:00,6907,0 days 01:00:00,2564
,285.35,0.0,0.0,90,Mist,mist,2017-04-18 17:00:00,6445,0 days 01:00:00,2564
,285.08,0.0,0.0,90,Clouds,overcast clouds,2017-04-18 18:00:00,4666,0 days 01:00:00,2564
,284.42,0.0,0.0,90,Clouds,overcast clouds,2017-04-18 19:00:00,3584,0 days 01:00:00,2564
,284.22,0.0,0.0,90,Clouds,overcast clouds,2017-04-18 20:00:00,3226,0 days 01:00:00,2564
,283.02,0.0,0.0,90,Clouds,overcast clouds,2017-04-18 21:00:00,2533,0 days 01:00:00,2564
,282.29,0.0,0.0,90,Clouds,overcast clouds,2017-04-18 22:00:00,1706,0 days 01:00:00,2564
,282.29,0.0,0.0,90,Clouds,overcast clouds,2017-04-18 23:00:00,1077,0 days 01:00:00,2564
,281.69,0.0,0.0,90,Clouds,overcast clouds,2017-04-19 00:00:00,667,0 days 01:00:00,2564
,281.23,0.0,0.0,90,Clouds,overcast clouds,2017-04-19 01:00:00,401,0 days 01:00:00,2564
,281.22,0.0,0.0,90,Clouds,overcast clouds,2017-04-19 02:00:00,274,0 days 01:00:00,2564
,281.02,0.0,0.0,90,Clouds,overcast clouds,2017-04-19 03:00:00,351,0 days 01:00:00,2564
,280.56,0.0,0.0,90,Clouds,overcast clouds,2017-04-19 04:00:00,835,0 days 01:00:00,2564
,280.29,0.0,0.0,90,Clouds,overcast clouds,2017-04-19 05:00:00,2759,0 days 01:00:00,2564
,280.09,0.0,0.0,90,Clouds,overcast clouds,2017-04-19 06:00:00,5869,0 days 01:00:00,2564
,279.55,0.0,0.0,90,Clouds,overcast clouds,2017-04-19 07:00:00,6123,0 days 01:00:00,2564
,279.62,0.0,0.0,90,Clouds,overcast clouds,2017-04-19 08:00:00,5889,0 days 01:00:00,2564
,280.28,0.0,0.0,90,Clouds,overcast clouds,2017-04-19 09:00:00,5298,0 days 01:00:00,2564
,280.42,0.0,0.0,75,Clouds,broken clouds,2017-04-19 10:00:00,4599,0 days 01:00:00,2564
,281.22,0.0,0.0,1,Clear,sky is clear,2017-04-19 11:00:00,4906,0 days 01:00:00,2564
,282.71,0.0,0.0,90,Clouds,overcast clouds,2017-04-19 12:00:00,4958,0 days 01:00:00,2564
,283.5,0.0,0.0,1,Clear,sky is clear,2017-04-19 13:00:00,5013,0 days 01:00:00,2564
,283.29,0.0,0.0,40,Rain,light rain,2017-04-19 14:00:00,5362,0 days 01:00:00,2564
,282.88,0.0,0.0,90,Rain,light rain,2017-04-19 15:00:00,5875,0 days 01:00:00,2564
,281.84,0.0,0.0,90,Mist,mist,2017-04-19 16:00:00,6544,0 days 01:00:00,2564
,281.84,0.0,0.0,90,Rain,heavy intensity rain,2017-04-19 16:00:00,6544,0 days 00:00:00,2564
,281.01,0.0,0.0,90,Rain,moderate rain,2017-04-19 17:00:00,6192,0 days 01:00:00,2564
,281.01,0.0,0.0,90,Mist,mist,2017-04-19 17:00:00,6192,0 days 00:00:00,2564
,281.01,0.0,0.0,90,Drizzle,light intensity drizzle,2017-04-19 17:00:00,6192,0 days 00:00:00,2564
,280.96,0.0,0.0,90,Rain,heavy intensity rain,2017-04-19 18:00:00,4536,0 days 01:00:00,2564
,280.96,0.0,0.0,90,Mist,mist,2017-04-19 18:00:00,4536,0 days 00:00:00,2564
,280.96,0.0,0.0,90,Drizzle,light intensity drizzle,2017-04-19 18:00:00,4536,0 days 00:00:00,2564
,280.62,0.0,0.0,90,Drizzle,light intensity drizzle,2017-04-19 19:00:00,3189,0 days 01:00:00,2564
,280.62,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2017-04-19 19:00:00,3189,0 days 00:00:00,2564
,280.62,0.0,0.0,90,Rain,heavy intensity rain,2017-04-19 19:00:00,3189,0 days 00:00:00,2564
,280.62,0.0,0.0,90,Mist,mist,2017-04-19 19:00:00,3189,0 days 00:00:00,2564
,280.68,0.0,0.0,90,Thunderstorm,proximity thunderstorm with rain,2017-04-19 20:00:00,2826,0 days 01:00:00,2564
,280.68,0.0,0.0,90,Drizzle,light intensity drizzle,2017-04-19 20:00:00,2826,0 days 00:00:00,2564
,280.68,0.0,0.0,90,Mist,mist,2017-04-19 20:00:00,2826,0 days 00:00:00,2564
,280.68,0.0,0.0,90,Rain,moderate rain,2017-04-19 20:00:00,2826,0 days 00:00:00,2564
,280.42,0.0,0.0,90,Rain,moderate rain,2017-04-19 21:00:00,2356,0 days 01:00:00,2564
,280.42,0.0,0.0,90,Drizzle,drizzle,2017-04-19 21:00:00,2356,0 days 00:00:00,2564
,280.29,0.0,0.0,90,Rain,light rain,2017-04-19 22:00:00,1693,0 days 01:00:00,2564
,280.29,0.0,0.0,90,Drizzle,drizzle,2017-04-19 22:00:00,1693,0 days 00:00:00,2564
,280.29,0.0,0.0,90,Thunderstorm,proximity thunderstorm with drizzle,2017-04-19 22:00:00,1693,0 days 00:00:00,2564
,280.15,0.0,0.0,90,Rain,moderate rain,2017-04-19 23:00:00,1083,0 days 01:00:00,2564
,280.15,0.0,0.0,90,Mist,mist,2017-04-19 23:00:00,1083,0 days 00:00:00,2564
,280.15,0.0,0.0,90,Drizzle,light intensity drizzle,2017-04-19 23:00:00,1083,0 days 00:00:00,2564
,279.76,0.0,0.0,90,Drizzle,light intensity drizzle,2017-04-20 00:00:00,592,0 days 01:00:00,2564
,279.76,0.0,0.0,90,Rain,moderate rain,2017-04-20 00:00:00,592,0 days 00:00:00,2564
,279.69,0.0,0.0,90,Rain,light rain,2017-04-20 01:00:00,361,0 days 01:00:00,2564
,279.55,0.0,0.0,90,Rain,heavy intensity rain,2017-04-20 02:00:00,257,0 days 01:00:00,2564
,279.55,0.0,0.0,90,Drizzle,drizzle,2017-04-20 02:00:00,257,0 days 00:00:00,2564
,279.55,0.0,0.0,90,Thunderstorm,proximity thunderstorm with drizzle,2017-04-20 02:00:00,257,0 days 00:00:00,2564
,279.09,0.0,0.0,90,Rain,moderate rain,2017-04-20 03:00:00,327,0 days 01:00:00,2564
,279.09,0.0,0.0,90,Mist,mist,2017-04-20 03:00:00,327,0 days 00:00:00,2564
,279.09,0.0,0.0,90,Drizzle,drizzle,2017-04-20 03:00:00,327,0 days 00:00:00,2564
,279.09,0.0,0.0,90,Thunderstorm,proximity thunderstorm,2017-04-20 03:00:00,327,0 days 00:00:00,2564
,278.82,0.0,0.0,90,Mist,mist,2017-04-20 04:00:00,840,0 days 01:00:00,2564
,278.82,0.0,0.0,90,Drizzle,heavy intensity drizzle,2017-04-20 04:00:00,840,0 days 00:00:00,2564
,278.82,0.0,0.0,90,Rain,moderate rain,2017-04-20 04:00:00,840,0 days 00:00:00,2564
,278.35,0.0,0.0,90,Rain,moderate rain,2017-04-20 05:00:00,2700,0 days 01:00:00,2564
,278.35,0.0,0.0,90,Mist,mist,2017-04-20 05:00:00,2700,0 days 00:00:00,2564
,278.35,0.0,0.0,90,Drizzle,drizzle,2017-04-20 05:00:00,2700,0 days 00:00:00,2564
,278.02,0.0,0.0,90,Mist,mist,2017-04-20 06:00:00,5641,0 days 01:00:00,2564
,278.02,0.0,0.0,90,Rain,light rain,2017-04-20 06:00:00,5641,0 days 00:00:00,2564
,278.02,0.0,0.0,90,Drizzle,light intensity drizzle,2017-04-20 06:00:00,5641,0 days 00:00:00,2564
